X	Y	surface	subsurface	Depth
-27.5	15.5	7.327450899	6.931535164	0.395915735
-27	15.5	7.394700833	6.998168901	0.396531932
-26.5	15.5	7.480229814	7.084227453	0.396002362
-26	15.5	7.576791448	7.183216737	0.393574711
-25.5	15.5	7.672136633	7.278091057	0.394045576
-25	15.5	7.775553679	7.382597366	0.392956314
-24.5	15.5	7.890922561	7.499623873	0.391298689
-24	15.5	8.003577448	7.610647686	0.392929762
-23.5	15.5	8.117360683	7.720397892	0.396962791
-23	15.5	8.230619389	7.830016875	0.400602514
-22.5	15.5	8.34891328	7.944496778	0.404416502
-22	15.5	8.464926581	8.055427961	0.409498619
-21.5	15.5	8.587033444	8.172295694	0.41473775
-21	15.5	8.683524387	8.260026511	0.423497876
-20.5	15.5	8.781365927	8.348133046	0.433232881
-20	15.5	8.868796354	8.42395358	0.444842773
-19.5	15.5	8.943550996	8.485757183	0.457793813
-19	15.5	9.000107589	8.529921873	0.470185716
-18.5	15.5	9.039666824	8.561636777	0.478030047
-18	15.5	9.054008505	8.572450041	0.481558464
-17.5	15.5	9.04047571	8.553834111	0.486641599
-17	15.5	8.991014122	8.494439129	0.496574993
-16.5	15.5	8.904901871	8.394167091	0.51073478
-16	15.5	8.790227705	8.265269765	0.524957939
-15.5	15.5	8.651823069	8.118654851	0.533168218
-15	15.5	8.492415927	7.964797118	0.527618809
-14.5	15.5	8.314612804	7.812892889	0.501719915
-14	15.5	8.123679419	7.663134564	0.460544855
-13.5	15.5	7.935399683	7.501540507	0.433859176
-13	15.5	7.745647838	7.327615076	0.418032763
-12.5	15.5	7.551885428	7.14390292	0.407982509
-12	15.5	7.357428883	6.950615385	0.406813499
-11.5	15.5	7.162887875	6.74872699	0.414160885
-11	15.5	6.967014383	6.540024172	0.426990211
-10.5	15.5	6.769889109	6.329771107	0.440118002
-10	15.5	6.587196835	6.164269683	0.422927152
-9.5	15.5	6.396278582	5.970910251	0.425368331
-9	15.5	6.20186542	5.756722533	0.445142888
-8.5	15.5	6.007135929	5.533070896	0.474065034
-8	15.5	5.81517293	5.306944484	0.508228446
-7.5	15.5	5.627146626	5.081434601	0.545712025
-7	15.5	5.445118836	4.858359942	0.586758893
-6.5	15.5	5.270928163	4.64264237	0.628285793
-6	15.5	5.108671536	4.443788006	0.664883529
-5.5	15.5	4.963375685	4.283843404	0.679532281
-5	15.5	4.83875013	4.180014227	0.658735903
-4.5	15.5	4.731015871	4.117335014	0.613680857
-4	15.5	4.636347403	4.072065874	0.564281529
-3.5	15.5	4.552375008	4.035222335	0.517152673
-3	15.5	4.475677353	4.001529878	0.474147475
-2.5	15.5	4.397208074	3.962246757	0.434961317
-2	15.5	4.303035758	3.904837102	0.398198656
-1.5	15.5	4.201020263	3.834945563	0.3660747
-1	15.5	4.105106012	3.765175785	0.339930227
-0.5	15.5	4.022011303	3.701758879	0.320252424
0	15.5	3.9556572	3.646960191	0.308697008
0.5	15.5	3.906223345	3.601144865	0.30507848
1	15.5	3.872014699	3.563981351	0.308033348
1.5	15.5	3.849931521	3.534768288	0.315163234
2	15.5	3.837718873	3.514435377	0.323283496
2.5	15.5	3.837746338	3.514471377	0.323274961
3	15.5	3.847929034	3.531754315	0.31617472
3.5	15.5	3.862740938	3.554777814	0.307963125
4	15.5	3.881210724	3.582866395	0.298344329
4.5	15.5	3.901722204	3.61512413	0.286598073
5	15.5	3.926625834	3.651484411	0.275141424
5.5	15.5	3.953399175	3.690319468	0.263079707
6	15.5	3.982329736	3.731637073	0.250692663
6.5	15.5	4.012977223	3.775103606	0.237873617
7	15.5	4.046190181	3.820108895	0.226081286
7.5	15.5	4.081694827	3.867215965	0.214478862
8	15.5	4.119179159	3.915089482	0.204089677
8.5	15.5	4.154849054	3.960796691	0.194052363
9	15.5	4.191804912	4.006519539	0.185285374
9.5	15.5	4.230372583	4.052328999	0.178043583
10	15.5	4.269764294	4.09532463	0.174439664
10.5	15.5	4.310272463	4.139383624	0.170888839
11	15.5	4.351646667	4.181929482	0.169717185
11.5	15.5	4.393823491	4.224066639	0.169756852
12	15.5	4.436787325	4.266081838	0.170705487
12.5	15.5	4.473558854	4.302910442	0.170648412
13	15.5	4.518250976	4.344673604	0.173577373
13.5	15.5	4.570350577	4.392848649	0.177501928
14	15.5	4.616306872	4.42825476	0.188052112
14.5	15.5	4.661657053	4.456629979	0.205027074
15	15.5	4.706949351	4.481732564	0.225216786
15.5	15.5	4.751706033	4.50648968	0.245216353
16	15.5	4.79499821	4.532071261	0.262926949
16.5	15.5	4.835812142	4.55933343	0.276478711
17	15.5	4.873373573	4.588528556	0.284845017
17.5	15.5	4.90796893	4.619464815	0.288504115
18	15.5	4.940679645	4.651582661	0.289096984
18.5	15.5	4.972439928	4.684708322	0.287731606
19	15.5	5.003887997	4.7185481	0.285339897
19.5	15.5	5.035172998	4.752890205	0.282282793
20	15.5	5.066078112	4.787708018	0.278370094
-30	16	7.184830507	6.792499332	0.392331175
-29.5	16	7.236971804	6.84460346	0.392368344
-29	16	7.291986027	6.899584316	0.392401711
-28.5	16	7.350207904	6.957771165	0.392436738
-28	16	7.415239332	7.018428971	0.39681036
-27.5	16	7.480736624	7.084365619	0.396371006
-27	16	7.552916468	7.15763206	0.395284407
-26.5	16	7.627959349	7.23272422	0.395235129
-26	16	7.712678598	7.318213035	0.394465563
-25.5	16	7.800298288	7.405392554	0.394905735
-25	16	7.894049816	7.501831727	0.392218089
-24.5	16	8.001754853	7.608610035	0.393144817
-24	16	8.109737785	7.714217405	0.395520381
-23.5	16	8.220541041	7.820451825	0.400089216
-23	16	8.340686281	7.936671564	0.404014717
-22.5	16	8.458535585	8.050124033	0.408411553
-22	16	8.574332799	8.160319378	0.414013422
-21.5	16	8.685391905	8.264839062	0.420552842
-21	16	8.791017068	8.361852023	0.429165045
-20.5	16	8.888661887	8.449318881	0.439343007
-20	16	8.976537613	8.525768491	0.450769122
-19.5	16	9.051758096	8.587507641	0.464250455
-19	16	9.110027008	8.630931814	0.479095194
-18.5	16	9.148410821	8.661980932	0.486429889
-18	16	9.15708229	8.670756475	0.486325815
-17.5	16	9.140906853	8.651210036	0.489696817
-17	16	9.095103403	8.597134579	0.497968824
-16.5	16	9.019434812	8.507682602	0.511752209
-16	16	8.91681532	8.387430423	0.529384897
-15.5	16	8.790370569	8.243760845	0.546609723
-15	16	8.642753099	8.090085944	0.552667154
-14.5	16	8.476574218	7.947598574	0.528975644
-14	16	8.295799659	7.81976275	0.476036909
-13.5	16	8.122506226	7.67624294	0.446263286
-13	16	7.946754571	7.515956737	0.430797834
-12.5	16	7.764562655	7.34095079	0.423611865
-12	16	7.577812406	7.150539331	0.427273076
-11.5	16	7.38686152	6.947859498	0.439002022
-11	16	7.190782777	6.738869396	0.451913381
-10.5	16	6.992847152	6.534799268	0.458047885
-10	16	6.799912155	6.347858391	0.452053763
-9.5	16	6.605793616	6.152983797	0.452809818
-9	16	6.40799245	5.940919666	0.467072784
-8.5	16	6.211768934	5.720027793	0.491741141
-8	16	6.017424371	5.493993233	0.523431138
-7.5	16	5.826338992	5.264753728	0.561585265
-7	16	5.640729667	5.034915071	0.605814596
-6.5	16	5.462709347	4.80662407	0.656085278
-6	16	5.293740286	4.584305169	0.709435117
-5.5	16	5.143118626	4.404897967	0.738220659
-5	16	5.023874005	4.329637198	0.694236806
-4.5	16	4.919448598	4.283338409	0.636110189
-4	16	4.825430759	4.244685932	0.580744827
-3.5	16	4.741178008	4.210218938	0.53095907
-3	16	4.665797684	4.177482459	0.488315225
-2.5	16	4.597242133	4.143894084	0.453348048
-2	16	4.491875978	4.079164132	0.412711845
-1.5	16	4.383905874	4.006526241	0.377379632
-1	16	4.285858581	3.935587497	0.350271084
-0.5	16	4.200863975	3.869905268	0.330958708
0	16	4.13182534	3.81160839	0.320216951
0.5	16	4.078772289	3.761562867	0.317209422
1	16	4.040410989	3.719778705	0.320632284
1.5	16	4.014080627	3.685725072	0.328355556
2	16	3.997591185	3.660035529	0.337555657
2.5	16	3.993581811	3.655549302	0.338032509
3	16	3.99994377	3.668691457	0.331252314
3.5	16	4.011561807	3.688152788	0.323409018
4	16	4.027303446	3.713138765	0.314164681
4.5	16	4.044487976	3.742414938	0.302073038
5	16	4.067360714	3.776442065	0.290918649
5.5	16	4.091858343	3.81333273	0.278525613
6	16	4.118734536	3.853126002	0.265608534
6.5	16	4.147529902	3.895169279	0.252360623
7	16	4.179492562	3.940677611	0.23881495
7.5	16	4.212646561	3.986263488	0.226383073
8	16	4.249358533	4.034730236	0.214628297
8.5	16	4.283618543	4.080227715	0.203390828
9	16	4.319118449	4.125552366	0.193566083
9.5	16	4.356876593	4.172013599	0.184862993
10	16	4.394638067	4.217136453	0.177501615
10.5	16	4.434204903	4.261171512	0.173033391
11	16	4.473370801	4.302426439	0.170944362
11.5	16	4.513937284	4.344132124	0.169805161
12	16	4.555949432	4.386334295	0.169615137
12.5	16	4.598738637	4.428398759	0.170339878
13	16	4.643484935	4.471843646	0.171641289
13.5	16	4.689621281	4.515979766	0.173641515
14	16	4.73808639	4.558006637	0.180079753
14.5	16	4.783722092	4.581304709	0.202417383
15	16	4.830002052	4.603187045	0.226815007
15.5	16	4.875848306	4.625708947	0.250139358
16	16	4.920571273	4.649428488	0.271142785
16.5	16	4.962135793	4.675070128	0.287065664
17	16	4.998267521	4.703084812	0.295182708
17.5	16	5.030431305	4.733131764	0.297299541
18	16	5.060940318	4.764420084	0.296520234
18.5	16	5.090802045	4.796349825	0.29445222
19	16	5.120720382	4.82878509	0.291935292
19.5	16	5.150780669	4.861399351	0.289381317
20	16	5.180881055	4.893808451	0.287072604
-30	16.5	7.368649696	6.978794474	0.389855221
-29.5	16.5	7.410520558	7.016582251	0.393938308
-29	16.5	7.458592399	7.064719167	0.393873232
-28.5	16.5	7.509775828	7.115945733	0.393830095
-28	16.5	7.54988968	7.157929419	0.391960261
-27.5	16.5	7.612304223	7.220065202	0.39223902
-27	16.5	7.681244513	7.289031024	0.392213489
-26.5	16.5	7.751777223	7.358945414	0.39283181
-26	16.5	7.832561408	7.43812207	0.394439338
-25.5	16.5	7.915387249	7.520085388	0.395301862
-25	16.5	8.005182234	7.611770715	0.393411518
-24.5	16.5	8.106228078	7.710705015	0.395523063
-24	16.5	8.213636423	7.815400065	0.398236358
-23.5	16.5	8.32526964	7.922374914	0.402894726
-23	16.5	8.445962527	8.038903235	0.407059292
-22.5	16.5	8.564101078	8.152747822	0.411353256
-22	16.5	8.680708065	8.263529628	0.417178437
-21.5	16.5	8.792447018	8.368537764	0.423909253
-21	16.5	8.898412697	8.466118399	0.432294298
-20.5	16.5	8.996304115	8.55407795	0.442226166
-20	16.5	9.08365602	8.630286473	0.453369547
-19.5	16.5	9.158705205	8.693199706	0.465505499
-19	16.5	9.213152765	8.736128718	0.477024046
-18.5	16.5	9.250775896	8.767609901	0.483165995
-18	16.5	9.262839768	8.778505937	0.484333831
-17.5	16.5	9.249449311	8.763221513	0.486227798
-17	16.5	9.209113562	8.716934812	0.49217875
-16.5	16.5	9.143076754	8.637992995	0.505083759
-16	16.5	9.052210415	8.526001077	0.526209338
-15.5	16.5	8.938642525	8.383135797	0.555506728
-15	16.5	8.804699247	8.21786856	0.586830687
-14.5	16.5	8.654115193	8.079231922	0.574883271
-14	16.5	8.492063514	7.978612025	0.513451489
-13.5	16.5	8.326558562	7.85994573	0.466612832
-13	16.5	8.15743954	7.71763076	0.43980878
-12.5	16.5	7.983036156	7.553406312	0.429629843
-12	16.5	7.803263503	7.36672936	0.436534143
-11.5	16.5	7.618586629	7.163082482	0.455504147
-11	16.5	7.423354818	6.957642722	0.465712095
-10.5	16.5	7.22189678	6.757397795	0.464498985
-10	16.5	7.021451244	6.55875565	0.462695594
-9.5	16.5	6.821760837	6.35480563	0.466955208
-9	16.5	6.621020276	6.140823484	0.480196792
-8.5	16.5	6.419767665	5.918442375	0.50132529
-8	16.5	6.222094136	5.691040527	0.531053609
-7.5	16.5	6.028500508	5.462613549	0.565886959
-7	16.5	5.840724737	5.233434405	0.607290331
-6.5	16.5	5.660165605	5.004539397	0.655626208
-6	16.5	5.489155211	4.779537107	0.709618104
-5.5	16.5	5.335643089	4.593556021	0.742087068
-5	16.5	5.216630469	4.524788879	0.69184159
-4.5	16.5	5.110432152	4.477238495	0.633193657
-4	16.5	5.013015866	4.434482728	0.578533138
-3.5	16.5	4.923943536	4.394230867	0.529712669
-3	16.5	4.841847652	4.354061085	0.487786567
-2.5	16.5	4.760074636	4.309202433	0.450872203
-2	16.5	4.661592846	4.247391413	0.414201433
-1.5	16.5	4.557530906	4.176258891	0.381272015
-1	16.5	4.460170881	4.10485464	0.355316242
-0.5	16.5	4.374021897	4.037233231	0.336788666
0	16.5	4.303060644	3.976183395	0.326877249
0.5	16.5	4.248631733	3.92332437	0.325307363
1	16.5	4.208918232	3.878913716	0.330004516
1.5	16.5	4.180884052	3.843087936	0.337796116
2	16.5	4.163087324	3.817977689	0.345109635
2.5	16.5	4.155053028	3.807471584	0.347581444
3	16.5	4.15646783	3.812118737	0.344349093
3.5	16.5	4.163288326	3.825036865	0.338251461
4	16.5	4.175433305	3.845334425	0.33009888
4.5	16.5	4.189399333	3.870993189	0.318406145
5	16.5	4.208228172	3.901555112	0.306673061
5.5	16.5	4.230100033	3.936281513	0.29381852
6	16.5	4.25467273	3.974463912	0.280208818
6.5	16.5	4.282960118	4.016406362	0.266553756
7	16.5	4.312979271	4.060456631	0.25252264
7.5	16.5	4.344669266	4.105957313	0.238711954
8	16.5	4.377961162	4.152385914	0.225575247
8.5	16.5	4.411901334	4.198399395	0.213501939
9	16.5	4.446401014	4.244168436	0.202232578
9.5	16.5	4.483493545	4.290934676	0.192558869
10	16.5	4.520713106	4.336155207	0.184557899
10.5	16.5	4.560128935	4.381428819	0.178700116
11	16.5	4.598558298	4.423405352	0.175152946
11.5	16.5	4.638157564	4.465267574	0.172889989
12	16.5	4.679410913	4.507462393	0.17194852
12.5	16.5	4.722479256	4.550356577	0.17212268
13	16.5	4.767164871	4.593783054	0.173381817
13.5	16.5	4.813336877	4.637224674	0.176112203
14	16.5	4.859711268	4.675124216	0.184587052
14.5	16.5	4.90417999	4.697964454	0.206215536
15	16.5	4.951227769	4.720323262	0.230904507
15.5	16.5	4.997910723	4.741983649	0.255927073
16	16.5	5.044644665	4.764464735	0.28017993
16.5	16.5	5.088747788	4.788522744	0.300225044
17	16.5	5.122202506	4.816311302	0.305891204
17.5	16.5	5.150814338	4.846155052	0.304659286
18	16.5	5.178992764	4.87690247	0.302090294
18.5	16.5	5.207260313	4.908220575	0.299039738
19	16.5	5.2357817	4.939902798	0.295878902
19.5	16.5	5.264539505	4.971776652	0.292762852
20	16.5	5.293513354	5.003735949	0.289777405
-30	17	7.508826309	7.118769416	0.390056893
-29.5	17	7.552610048	7.16227782	0.390332228
-29	17	7.629610702	7.238234647	0.391376055
-28.5	17	7.681729548	7.288733235	0.392996313
-28	17	7.729662633	7.336510479	0.393152154
-27.5	17	7.754573217	7.362116952	0.392456265
-27	17	7.798252413	7.406405724	0.391846689
-26.5	17	7.86554586	7.472830209	0.392715651
-26	17	7.943343331	7.54808864	0.395254691
-25.5	17	8.021642311	7.625372927	0.396269385
-25	17	8.10653881	7.71211202	0.39442679
-24.5	17	8.205862476	7.80923219	0.396630287
-24	17	8.313702422	7.91402757	0.399674852
-23.5	17	8.427767035	8.023421492	0.404345542
-23	17	8.550173684	8.141538897	0.408634788
-22.5	17	8.6706203	8.257176592	0.413443708
-22	17	8.7886867	8.369441982	0.419244718
-21.5	17	8.901458999	8.475587615	0.425871384
-21	17	9.007365234	8.573551624	0.433813609
-20.5	17	9.105877447	8.662924664	0.442952783
-20	17	9.193337029	8.740273862	0.453063166
-19.5	17	9.267938517	8.804648979	0.463289538
-19	17	9.319574456	8.847408541	0.472165915
-18.5	17	9.357920682	8.880664925	0.477255757
-18	17	9.375272204	8.896986322	0.478285882
-17.5	17	9.367533715	8.889972408	0.477561307
-17	17	9.334166256	8.855492501	0.478673755
-16.5	17	9.277571876	8.790522543	0.487049333
-16	17	9.197697661	8.690344712	0.50735295
-15.5	17	9.096960157	8.556300299	0.540659858
-15	17	8.977079219	8.39527397	0.581805249
-14.5	17	8.841283107	8.262406507	0.5788766
-14	17	8.693163605	8.173950724	0.519212882
-13.5	17	8.537051407	8.067849932	0.469201475
-13	17	8.37412804	7.939128934	0.434999107
-12.5	17	8.205029757	7.786793397	0.418236361
-12	17	8.030896305	7.607014202	0.423882103
-11.5	17	7.853863258	7.39609183	0.457771427
-11	17	7.657362971	7.191739649	0.465623322
-10.5	17	7.451247497	6.992169454	0.459078042
-10	17	7.246243427	6.785075683	0.461167744
-9.5	17	7.041308943	6.572068892	0.469240051
-9	17	6.837722019	6.354310876	0.483411143
-8.5	17	6.634049852	6.130923366	0.503126487
-8	17	6.431217693	5.903377065	0.527840627
-7.5	17	6.23502311	5.67863928	0.55638383
-7	17	6.045478182	5.45543649	0.590041692
-6.5	17	5.864520871	5.238554699	0.625966172
-6	17	5.696791067	5.037423039	0.659368028
-5.5	17	5.547560174	4.876595608	0.670964566
-5	17	5.41943283	4.772497978	0.646934853
-4.5	17	5.305989723	4.701721031	0.604268691
-4	17	5.201662727	4.643735758	0.557926969
-3.5	17	5.103995594	4.590364106	0.513631487
-3	17	5.011466012	4.537762419	0.473703593
-2.5	17	4.919976453	4.481531534	0.438444919
-2	17	4.824619035	4.418221689	0.406397345
-1.5	17	4.726587921	4.348458442	0.378129479
-1	17	4.631310237	4.276406718	0.354903519
-0.5	17	4.543701191	4.206200607	0.337500583
0	17	4.470571838	4.141928855	0.328642984
0.5	17	4.417273342	4.087158318	0.330115025
1	17	4.378518765	4.041013285	0.337505479
1.5	17	4.349927137	4.003395541	0.346531596
2	17	4.330151655	3.976003253	0.354148401
2.5	17	4.318730798	3.960467753	0.358263046
3	17	4.316783638	3.958910822	0.357872816
3.5	17	4.319613255	3.965777151	0.353836104
4	17	4.328173232	3.981355141	0.346818091
4.5	17	4.338991912	4.003374627	0.335617285
5	17	4.354892886	4.031151913	0.323740973
5.5	17	4.374083902	4.06374216	0.310341742
6	17	4.396183462	4.100277323	0.295906139
6.5	17	4.420527351	4.139755455	0.280771895
7	17	4.44955997	4.183641804	0.265918166
7.5	17	4.479452695	4.228290689	0.251162007
8	17	4.510379776	4.273647132	0.236732644
8.5	17	4.543104932	4.319689172	0.22341576
9	17	4.576082418	4.364936446	0.211145973
9.5	17	4.611602122	4.410968791	0.200633332
10	17	4.646803106	4.454647283	0.192155824
10.5	17	4.68529365	4.500072361	0.185221288
11	17	4.723794657	4.543418994	0.180375663
11.5	17	4.763208422	4.58591001	0.177298412
12	17	4.803885494	4.627866	0.176019494
12.5	17	4.846402275	4.670048345	0.17635393
13	17	4.890050723	4.711262655	0.178788068
13.5	17	4.934880557	4.750477347	0.184403211
14	17	4.980028366	4.784412763	0.195615603
14.5	17	5.025032075	4.811146249	0.213885827
15	17	5.070328708	4.833814158	0.23651455
15.5	17	5.116867825	4.856162229	0.260705596
16	17	5.163717112	4.878544524	0.285172588
16.5	17	5.209356008	4.901844224	0.307511784
17	17	5.24016957	4.929589331	0.310580239
17.5	17	5.267116889	4.959160719	0.30795617
18	17	5.294185498	4.989551869	0.30463363
18.5	17	5.321393669	5.02050192	0.300891749
19	17	5.348832654	5.052004727	0.296827927
19.5	17	5.376467244	5.084043141	0.292424104
20	17	5.404151944	5.11689917	0.287252774
-30	17.5	7.647338958	7.256046469	0.39129249
-29.5	17.5	7.724105063	7.33187149	0.392233572
-29	17.5	7.765919057	7.373563382	0.392355675
-28.5	17.5	7.809902971	7.41736299	0.392539981
-28	17.5	7.85621599	7.463409642	0.392806348
-27.5	17.5	7.905060035	7.511880061	0.393179974
-27	17.5	7.918496344	7.526697393	0.391798951
-26.5	17.5	7.981825449	7.589002681	0.392822768
-26	17.5	8.051465004	7.657046572	0.394418431
-25.5	17.5	8.124376888	7.728518471	0.395858417
-25	17.5	8.20608707	7.810549452	0.395537618
-24.5	17.5	8.304525131	7.906371666	0.398153464
-24	17.5	8.413560716	8.012434397	0.40112632
-23.5	17.5	8.531729072	8.126223622	0.405505449
-23	17.5	8.655373896	8.245852851	0.409521046
-22.5	17.5	8.778289025	8.364065984	0.41422304
-22	17.5	8.898227825	8.478438225	0.4197896
-21.5	17.5	9.012327212	8.586216769	0.426110443
-21	17.5	9.118648225	8.684205837	0.434442389
-20.5	17.5	9.217944635	8.775173303	0.442771332
-20	17.5	9.307598239	8.85620613	0.451392109
-19.5	17.5	9.38278433	8.92234196	0.46044237
-19	17.5	9.433659221	8.9652842	0.468375021
-18.5	17.5	9.474721246	9.001578345	0.473142901
-18	17.5	9.497274096	9.024213299	0.473060796
-17.5	17.5	9.496398371	9.028560961	0.467837411
-17	17.5	9.470427949	9.01048438	0.459943569
-16.5	17.5	9.422782762	8.965262547	0.457520215
-16	17.5	9.35353943	8.882764715	0.470774715
-15.5	17.5	9.264978499	8.765758775	0.499219724
-15	17.5	9.158159594	8.632363974	0.52579562
-14.5	17.5	9.035257529	8.510453752	0.524803778
-14	17.5	8.898817823	8.406253494	0.492564329
-13.5	17.5	8.751479579	8.299796093	0.451683487
-13	17.5	8.594374231	8.17949157	0.414882661
-12.5	17.5	8.428626554	8.040830872	0.387795682
-12	17.5	8.255237442	7.877075984	0.378161457
-11.5	17.5	8.074732157	7.675901656	0.398830501
-11	17.5	7.880876656	7.457191998	0.423684658
-10.5	17.5	7.677164935	7.240435492	0.436729443
-10	17.5	7.47091217	7.02160051	0.44931166
-9.5	17.5	7.26375649	6.800089929	0.46366656
-9	17.5	7.056507791	6.576663394	0.479844397
-8.5	17.5	6.849705114	6.351729563	0.497975551
-8	17.5	6.644121474	6.126199559	0.517921915
-7.5	17.5	6.445299235	5.906936417	0.538362818
-7	17.5	6.253231361	5.69385581	0.559375551
-6.5	17.5	6.071458344	5.491300128	0.580158216
-6	17.5	5.905739633	5.307655601	0.598084032
-5.5	17.5	5.7577403	5.153778523	0.603961777
-5	17.5	5.62582571	5.03529781	0.5905279
-4.5	17.5	5.505877701	4.944095116	0.561782584
-4	17.5	5.393843914	4.868322398	0.525521516
-3.5	17.5	5.286900904	4.79930951	0.487591394
-3	17.5	5.184148055	4.732653487	0.451494568
-2.5	17.5	5.087337947	4.666893381	0.420444566
-2	17.5	4.993382082	4.599364051	0.394018031
-1.5	17.5	4.898706176	4.527790313	0.370915863
-1	17.5	4.80511765	4.453575071	0.351542579
-0.5	17.5	4.715509406	4.379685178	0.335824228
0	17.5	4.635435455	4.309429111	0.326006343
0.5	17.5	4.588855085	4.254396557	0.334458527
1	17.5	4.551274744	4.205724856	0.345549888
1.5	17.5	4.521420488	4.164682683	0.356737805
2	17.5	4.49913112	4.132951153	0.366179967
2.5	17.5	4.484597644	4.11238188	0.372215764
3	17.5	4.479325082	4.105750729	0.373574353
3.5	17.5	4.478248441	4.107031568	0.371216872
4	17.5	4.483276739	4.118103471	0.365173268
4.5	17.5	4.490877713	4.136583605	0.354294109
5	17.5	4.503736916	4.161674265	0.342062651
5.5	17.5	4.52011675	4.192234372	0.327882378
6	17.5	4.539600544	4.227219399	0.312381145
6.5	17.5	4.561521877	4.266346337	0.29517554
7	17.5	4.587111007	4.307701687	0.27940932
7.5	17.5	4.615897023	4.352160298	0.263736725
8	17.5	4.644845784	4.396706192	0.248139591
8.5	17.5	4.676541587	4.443268648	0.233272939
9	17.5	4.706324847	4.485796876	0.220527971
9.5	17.5	4.740163938	4.531108891	0.209055047
10	17.5	4.774010259	4.574510044	0.199500215
10.5	17.5	4.811071	4.619278656	0.191792344
11	17.5	4.848776369	4.66273339	0.18604298
11.5	17.5	4.887405196	4.704999885	0.182405312
12	17.5	4.927241832	4.746342415	0.180899416
12.5	17.5	4.968972064	4.787389906	0.181582158
13	17.5	5.011325904	4.826177236	0.185148668
13.5	17.5	5.054832815	4.862372662	0.192460153
14	17.5	5.098868154	4.894501565	0.204366589
14.5	17.5	5.143282999	4.922255823	0.221027176
15	17.5	5.187878546	4.946709389	0.241169158
15.5	17.5	5.23264499	4.969950209	0.26269478
16	17.5	5.27665439	4.993199691	0.283454699
16.5	17.5	5.316418589	5.016787551	0.299631038
17	17.5	5.35010677	5.043629116	0.306477654
17.5	17.5	5.379076253	5.072334036	0.306742217
18	17.5	5.406590346	5.102314479	0.304275866
18.5	17.5	5.433510006	5.133061352	0.300448654
19	17.5	5.460328073	5.164602261	0.295725812
19.5	17.5	5.487046633	5.197023643	0.290022989
20	17.5	5.51366804	5.230598094	0.283069946
-30	18	7.819566538	7.428228979	0.391337559
-29.5	18	7.85880615	7.467335553	0.391470597
-29	18	7.899748587	7.508084371	0.391664216
-28.5	18	7.942461317	7.550526282	0.391935035
-28	18	7.987006336	7.594702823	0.392303513
-27.5	18	8.026501764	7.637190334	0.38931143
-27	18	8.060842004	7.671065426	0.389776578
-26.5	18	8.11503366	7.72371257	0.39132109
-26	18	8.165629342	7.771106799	0.394522544
-25.5	18	8.230283192	7.834581476	0.395701716
-25	18	8.303673773	7.907405244	0.39626853
-24.5	18	8.396578415	7.997467507	0.399110908
-24	18	8.512448802	8.110068549	0.402380253
-23.5	18	8.637670631	8.231365987	0.406304644
-23	18	8.76547986	8.355390691	0.410089169
-22.5	18	8.891207159	8.476644824	0.414562336
-22	18	9.013083063	8.593323185	0.419759878
-21.5	18	9.128398181	8.703119101	0.42527908
-21	18	9.235452339	8.802360667	0.433091673
-20.5	18	9.33548279	8.894600831	0.440881959
-20	18	9.424802795	8.975395629	0.449407166
-19.5	18	9.502119317	9.04380956	0.458309756
-19	18	9.555685864	9.089150086	0.466535778
-18.5	18	9.601017709	9.128183682	0.472834027
-18	18	9.630372847	9.157024572	0.473348275
-17.5	18	9.636966444	9.172462934	0.46450351
-17	18	9.618723871	9.174860821	0.443863049
-16.5	18	9.578707266	9.1580135	0.420693766
-16	18	9.519245797	9.095835826	0.423409972
-15.5	18	9.442451973	8.990145885	0.452306088
-15	18	9.347591393	8.871564482	0.476026911
-14.5	18	9.235953946	8.757206827	0.478747119
-14	18	9.109502414	8.65026498	0.459237434
-13.5	18	8.970094079	8.543435715	0.426658364
-13	18	8.818316692	8.428546644	0.389770048
-12.5	18	8.654641516	8.301744706	0.35289681
-12	18	8.479453386	8.162884232	0.316569154
-11.5	18	8.295975866	7.965363047	0.330612819
-11	18	8.10337005	7.725545686	0.377824364
-10.5	18	7.902112008	7.492105204	0.410006804
-10	18	7.696152638	7.261869802	0.434282836
-9.5	18	7.487749157	7.032983145	0.454766012
-9	18	7.278662721	6.805219767	0.473442954
-8.5	18	7.069486288	6.579017593	0.490468695
-8	18	6.861481312	6.355674453	0.505806859
-7.5	18	6.659667504	6.141855208	0.517812297
-7	18	6.464285752	5.938585601	0.525700151
-6.5	18	6.278926846	5.748893741	0.530033105
-6	18	6.113851255	5.57570728	0.538143976
-5.5	18	5.968421789	5.424525088	0.543896701
-5	18	5.835144996	5.298626402	0.536518594
-4.5	18	5.710666279	5.194247881	0.516418397
-4	18	5.592301468	5.103784263	0.488517205
-3.5	18	5.477764424	5.020555894	0.45720853
-3	18	5.364655838	4.939604936	0.425050902
-2.5	18	5.265021487	4.865159351	0.399862136
-2	18	5.172266865	4.792403935	0.37986293
-1.5	18	5.078858056	4.716479788	0.362378268
-1	18	4.987109141	4.639124203	0.347984937
-0.5	18	4.900005911	4.562410737	0.337595174
0	18	4.825060299	4.490342787	0.334717512
0.5	18	4.771589071	4.42840321	0.34318586
1	18	4.729432437	4.373317024	0.356115413
1.5	18	4.695937019	4.32636012	0.369576898
2	18	4.670208388	4.289019934	0.381188454
2.5	18	4.651993436	4.262628653	0.389364784
