X	Y	surface	subsurface	Depth
-26.5	32	12.64632487	12.28796184	0.35836303
-26	32	12.68892316	12.32866568	0.36025748
-25.5	32	12.76831239	12.4057078	0.36260459
-25	32	12.82031786	12.45885938	0.361458474
-24.5	32	12.88350081	12.5192604	0.364240411
-24	32	12.93590409	12.56786378	0.368040304
-23.5	32	12.98770965	12.6139	0.373809652
-23	32	13.0494064	12.6705194	0.378887001
-22.5	32	13.08896619	12.70652987	0.382436314
-22	32	13.15464827	12.76755889	0.387089386
-21.5	32	13.22795588	12.8354548	0.392501085
-21	32	13.31593816	12.91623997	0.399698187
-20.5	32	13.42208633	13.01335028	0.408736052
-20	32	13.53791342	13.1189955	0.418917926
-19.5	32	13.65627283	13.22622953	0.43004329
-19	32	13.77388763	13.33188431	0.442003312
-18.5	32	13.87729105	13.42244674	0.454844308
-18	32	13.98565139	13.51801195	0.467639443
-17.5	32	14.09299256	13.61137859	0.481613967
-17	32	14.19531731	13.69910514	0.496212172
-16.5	32	14.29441123	13.78289789	0.511513336
-16	32	14.38670615	13.85966905	0.527037097
-15.5	32	14.47118593	13.92791868	0.543267254
-15	32	14.54201437	13.98162545	0.560388928
-14.5	32	14.61549411	14.0376717	0.577822406
-14	32	14.68081343	14.08373491	0.597078512
-13.5	32	14.73896755	14.121207	0.617760551
-13	32	14.78665561	14.14622806	0.64042755
-12.5	32	14.82298811	14.15725888	0.665729232
-12	32	14.84055458	14.1472806	0.693273981
-11.5	32	14.84448995	14.12068404	0.723805906
-11	32	14.82489712	14.06817215	0.756724976
-10.5	32	14.75819609	13.99568325	0.762512841
-10	32	14.61199271	13.9178709	0.694121813
-9.5	32	14.44133315	13.81513865	0.6261945
-9	32	14.26171151	13.68747407	0.574237437
-8.5	32	14.07815157	13.5423239	0.535827666
-8	32	13.88636951	13.38014928	0.506220225
-7.5	32	13.69276455	13.2113789	0.481385648
-7	32	13.49672973	13.03749946	0.459230279
-6.5	32	13.29877046	12.86002667	0.438743783
-6	32	13.09914496	12.67753193	0.421613032
-5.5	32	12.89807275	12.48566839	0.41240436
-5	32	12.69384449	12.27596482	0.417879665
-4.5	32	12.49019689	12.05278324	0.437413651
-4	32	12.28906316	11.82433183	0.464731332
-3.5	32	12.09203036	11.59586355	0.496166805
-3	32	11.89930479	11.36855347	0.530751317
-2.5	32	11.71115049	11.14219462	0.568955866
-2	32	11.52765823	10.91520377	0.61245446
-1.5	32	11.34888201	10.68537536	0.663506644
-1	32	11.17480753	10.44921937	0.725588165
-0.5	32	11.00570425	10.20371026	0.801993994
0	32	10.8429463	9.959905179	0.883041122
0.5	32	10.69666354	9.848676841	0.847986699
1	32	10.55757838	9.744711883	0.812866502
1.5	32	10.42477885	9.635281933	0.789496919
2	32	10.29731182	9.523322766	0.773989054
2.5	32	10.17732807	9.414370408	0.762957659
3	32	10.06415081	9.310681147	0.753469666
3.5	32	9.957486463	9.214560652	0.742925812
4	32	9.856416895	9.12733843	0.729078465
4.5	32	9.761784228	9.050401716	0.711382512
5	32	9.67297172	8.983179971	0.689791749
5.5	32	9.58994093	8.9253863	0.664554629
6	32	9.511141776	8.875027048	0.636114728
6.5	32	9.435310022	8.830523648	0.604786374
7	32	9.363589654	8.792261023	0.571328631
7.5	32	9.295438099	8.758170222	0.537267877
8	32	9.231067185	8.721780523	0.509286662
8.5	32	9.171083933	8.677550854	0.493533079
9	32	9.114181311	8.632470666	0.481710645
9.5	32	9.059892689	8.58953496	0.470357729
10	32	9.008328461	8.549529028	0.458799433
10.5	32	8.959640005	8.512734677	0.446905328
11	32	8.91459007	8.479557163	0.435032907
11.5	32	8.873040069	8.448684308	0.42435576
12	32	8.836071522	8.421704691	0.414366831
12.5	32	8.807690865	8.429352643	0.378338222
13	32	8.786083516	8.455877547	0.330205968
13.5	32	8.768219303	8.480463187	0.287756116
14	32	8.753416009	8.503346417	0.250069592
14.5	32	8.740753447	8.524688188	0.216065259
15	32	8.730133613	8.544786071	0.185347542
15.5	32	8.721806154	8.56397194	0.157834214
16	32	8.715446247	8.581146814	0.134299432
16.5	32	8.711887443	8.596405674	0.115481769
17	32	8.712418247	8.609198503	0.103219744
17.5	32	8.717180855	8.617626482	0.099554373
18	32	8.726589646	8.621732332	0.104857314
18.5	32	8.740097383	8.622450321	0.117647062
19	32	8.756286047	8.620866392	0.135419655
19.5	32	8.773640033	8.618435937	0.155204096
20	32	8.791763327	8.616846893	0.174916433
-30	32.5	12.49168908	12.14075904	0.350930041
-29.5	32.5	12.53483523	12.18293094	0.351904288
-29	32.5	12.57907873	12.22610463	0.352974093
-28.5	32.5	12.64946409	12.29176219	0.357701896
-28	32.5	12.69476075	12.33595181	0.358808942
-27.5	32.5	12.74128497	12.38125488	0.360030094
-27	32.5	12.77140906	12.41084884	0.36056022
-26.5	32.5	12.82137687	12.45923069	0.362146175
-26	32.5	12.86604454	12.50255758	0.363486964
-25.5	32.5	12.92086679	12.55543363	0.365433158
-25	32.5	12.97739677	12.61460827	0.362788501
-24.5	32.5	13.0470404	12.68163213	0.365408274
-24	32.5	13.10437394	12.73569964	0.368674297
-23.5	32.5	13.16142812	12.78744662	0.373981499
-23	32.5	13.24361345	12.86524039	0.378373061
-22.5	32.5	13.30474797	12.92274722	0.382000749
-22	32.5	13.37002751	12.98368336	0.386344142
-21.5	32.5	13.43189707	13.04054564	0.391351427
-21	32.5	13.5229483	13.12465685	0.398291459
-20.5	32.5	13.62255157	13.21626278	0.40628879
-20	32.5	13.7323053	13.31672315	0.415582153
-19.5	32.5	13.84765531	13.42159707	0.42605824
-19	32.5	13.96046692	13.52288412	0.437582809
-18.5	32.5	14.06630771	13.61611907	0.450188642
-18	32.5	14.1720601	13.7088365	0.463223599
-17.5	32.5	14.27943378	13.80207631	0.477357476
-17	32.5	14.38277107	13.89053516	0.492235908
-16.5	32.5	14.48352481	13.97564463	0.507880179
-16	32.5	14.57834531	14.05446888	0.523876427
-15.5	32.5	14.66550719	14.12369279	0.541814398
-15	32.5	14.74070936	14.18073172	0.559977637
-14.5	32.5	14.81856038	14.23961624	0.578944137
-14	32.5	14.88983481	14.28963496	0.600199852
-13.5	32.5	14.95388163	14.33012	0.623761639
-13	32.5	15.00978912	14.35937888	0.650410238
-12.5	32.5	15.05690032	14.37678629	0.680114032
-12	32.5	15.08297571	14.37141096	0.711564752
-11.5	32.5	15.08883524	14.34752231	0.741312935
-11	32.5	15.05777936	14.2968917	0.760887661
-10.5	32.5	14.9766217	14.22321845	0.753403248
-10	32.5	14.8450672	14.13310413	0.711963068
-9.5	32.5	14.68423774	14.0262662	0.657971539
-9	32.5	14.50833902	13.90053556	0.607803468
-8.5	32.5	14.32653996	13.76109536	0.565444593
-8	32.5	14.13620754	13.60622323	0.529984313
-7.5	32.5	13.94361505	13.44483834	0.498776709
-7	32.5	13.74901571	13.27883112	0.470184594
-6.5	32.5	13.55291308	13.11029837	0.442614708
-6	32.5	13.35610258	12.93986863	0.416233956
-5.5	32.5	13.15843847	12.76249149	0.395946979
-5	32.5	12.95379053	12.55330203	0.400488503
-4.5	32.5	12.74489052	12.31823695	0.426653572
-4	32.5	12.53842577	12.08073903	0.457686741
-3.5	32.5	12.33591779	11.84549196	0.490425834
-3	32.5	12.13770635	11.61270681	0.524999543
-2.5	32.5	11.94394294	11.38147979	0.562463146
-2	32.5	11.75462028	11.15017727	0.604443016
-1.5	32.5	11.57070028	10.91743146	0.653268817
-1	32.5	11.39178592	10.68071452	0.711071403
-0.5	32.5	11.21895717	10.44145897	0.777498199
0	32.5	11.05482368	10.22438829	0.83043538
0.5	32.5	10.90391557	10.08192972	0.821985846
1	32.5	10.76182517	9.96456632	0.797258852
1.5	32.5	10.62732107	9.848082962	0.779238104
2	32.5	10.49982034	9.731804719	0.768015625
2.5	32.5	10.37892448	9.618006339	0.760918144
3	32.5	10.26414012	9.509018802	0.755121317
3.5	32.5	10.15624659	9.408253706	0.747992881
4	32.5	10.05488246	9.318047537	0.736834922
4.5	32.5	9.959967151	9.2396104	0.720356751
5	32.5	9.871300114	9.172340915	0.6989592
5.5	32.5	9.787280902	9.113662926	0.673617975
6	32.5	9.70831687	9.063301744	0.645015127
6.5	32.5	9.632480472	9.018863841	0.613616631
7	32.5	9.559878853	8.979924157	0.579954696
7.5	32.5	9.490377092	8.946064888	0.544312205
8	32.5	9.423981748	8.910590337	0.513391411
8.5	32.5	9.362806969	8.855894488	0.506912481
9	32.5	9.303846976	8.803711395	0.500135581
9.5	32.5	9.246989486	8.754239468	0.492750018
10	32.5	9.192764566	8.708622551	0.484142015
10.5	32.5	9.141769553	8.668452169	0.473317384
11	32.5	9.094430125	8.635438367	0.458991758
11.5	32.5	9.051583774	8.612463263	0.439120511
12	32.5	9.01416205	8.602592738	0.411569311
12.5	32.5	8.983516932	8.604076135	0.379440798
13	32.5	8.959003282	8.615963226	0.343040056
13.5	32.5	8.939191595	8.636043676	0.30314792
14	32.5	8.922909177	8.65970757	0.263201607
14.5	32.5	8.909359537	8.68365747	0.225702067
15	32.5	8.898072533	8.70537777	0.192694763
15.5	32.5	8.888971318	8.72357999	0.165391328
16	32.5	8.881142308	8.736692308	0.144450001
16.5	32.5	8.876210928	8.746379909	0.129831019
17	32.5	8.874958832	8.753090945	0.121867888
17.5	32.5	8.878012471	8.756918899	0.121093572
18	32.5	8.885064746	8.757647294	0.127417452
18.5	32.5	8.895994178	8.755953076	0.140041102
19	32.5	8.909309573	8.752257723	0.15705185
19.5	32.5	8.924277427	8.748106648	0.176170779
20	32.5	8.939693604	8.744859474	0.19483413
-30	33	12.66386194	12.31353812	0.350323811
-29.5	33	12.70836312	12.35702778	0.351335342
-29	33	12.753976	12.40153874	0.352437263
-28.5	33	12.80075882	12.44712213	0.353636692
-28	33	12.84877204	12.49383076	0.354941279
-27.5	33	12.89807768	12.54171839	0.356359286
-27	33	12.93091237	12.57381693	0.357095438
-26.5	33	13.00390135	12.64258231	0.361319038
-26	33	13.04901117	12.68714897	0.361862202
-25.5	33	13.10547037	12.74157778	0.363892597
-25	33	13.16448705	12.80254872	0.361938335
-24.5	33	13.23623571	12.87175829	0.364477412
-24	33	13.29553462	12.9278889	0.367645718
-23.5	33	13.35480612	12.98188833	0.37291779
-23	33	13.42645445	13.04893556	0.377518889
-22.5	33	13.49913572	13.11733523	0.381800498
-22	33	13.56931005	13.18357297	0.385737079
-21.5	33	13.64708668	13.25677968	0.390306999
-21	33	13.73248558	13.33616905	0.396316529
-20.5	33	13.82602401	13.42238119	0.403642822
-20	33	13.92917452	13.51701699	0.412157529
-19.5	33	14.03842519	13.61637415	0.422051046
-19	33	14.14921405	13.71592318	0.433290865
-18.5	33	14.25601308	13.81083553	0.445177544
-18	33	14.36130661	13.90253477	0.458771832
-17.5	33	14.46839352	13.99532699	0.473066539
-17	33	14.57217447	14.08400209	0.488172376
-16.5	33	14.67512553	14.1716049	0.503520637
-16	33	14.77201529	14.25195521	0.52006008
-15.5	33	14.86184252	14.32459483	0.537247688
-15	33	14.93784434	14.38153934	0.556304993
-14.5	33	15.01939097	14.44345178	0.575939194
-14	33	15.09402141	14.49625073	0.597770685
-13.5	33	15.16377267	14.54098135	0.622791327
-13	33	15.22539859	14.57427459	0.651123998
-12.5	33	15.27947222	14.59605919	0.68341303
-12	33	15.31560665	14.59901043	0.716596215
-11.5	33	15.32757418	14.58280867	0.744765506
-11	33	15.28926094	14.53280355	0.756457385
-10.5	33	15.19682168	14.45215159	0.744670093
-10	33	15.06626597	14.35323647	0.7130295
-9.5	33	14.91057703	14.23976058	0.67081645
-9	33	14.74155564	14.11432186	0.627233788
-8.5	33	14.5639156	13.97718673	0.586728878
-8	33	14.37610493	13.82598982	0.550115118
-7.5	33	14.18620208	13.66955394	0.516648144
-7	33	13.99379585	13.50866726	0.485128583
-6.5	33	13.79963001	13.34579181	0.453838201
-6	33	13.60516649	13.18257421	0.422592274
-5.5	33	13.41098766	13.01991831	0.391069353
-5	33	13.20525103	12.80976816	0.395482866
-4.5	33	12.99239248	12.56606065	0.426331834
-4	33	12.7825206	12.32573116	0.456789446
-3.5	33	12.57596436	12.08874188	0.487222483
-3	33	12.37331851	11.854939	0.518379509
-2.5	33	12.17490513	11.62362788	0.551277243
-2	33	11.98082145	11.3940683	0.586753152
-1.5	33	11.79181701	11.16596911	0.625847899
-1	33	11.60884957	10.94018049	0.668669085
-0.5	33	11.43345888	10.72181122	0.711647656
0	33	11.26712774	10.5235636	0.743564143
0.5	33	11.11195356	10.35761128	0.754342281
1	33	10.96696794	10.21379872	0.753169218
1.5	33	10.83059671	10.07960448	0.750992229
2	33	10.70194869	9.951342284	0.750606404
2.5	33	10.58015749	9.828322241	0.751835245
3	33	10.46497582	9.71184603	0.753129785
3.5	33	10.35615003	9.60379724	0.752352794
4	33	10.25427228	9.508524349	0.745747933
4.5	33	10.15944588	9.428687711	0.730758166
5	33	10.07055333	9.360745619	0.709807707
5.5	33	9.986579016	9.301495383	0.685083633
6	33	9.906825795	9.249458557	0.657367238
6.5	33	9.831315022	9.203987944	0.627327078
7	33	9.758792667	9.162852129	0.595940538
7.5	33	9.689043484	9.123814252	0.565229232
8	33	9.622097265	9.080349962	0.541747303
8.5	33	9.558192292	9.027898825	0.530293467
9	33	9.496248302	8.972105577	0.524142725
9.5	33	9.436311221	8.917285383	0.519025839
10	33	9.378753538	8.866035318	0.51271822
10.5	33	9.32502741	8.821889213	0.503138197
11	33	9.275625529	8.788350765	0.487274764
11.5	33	9.230964222	8.770017969	0.460946252
12	33	9.192531597	8.77365701	0.418874587
12.5	33	9.159944699	8.770402363	0.389542336
13	33	9.133235121	8.773217595	0.360017526
13.5	33	9.111917357	8.791499777	0.32041758
14	33	9.094759727	8.817456844	0.277302883
14.5	33	9.080750554	8.845020904	0.23572965
15	33	9.068457053	8.868312256	0.200144797
15.5	33	9.057591671	8.884348502	0.173243169
16	33	9.047983453	8.892685446	0.155298007
16.5	33	9.041072584	8.896308282	0.144764303
17	33	9.037804808	8.897414518	0.14039029
17.5	33	9.038452471	8.89651711	0.141935361
18	33	9.043299547	8.893939716	0.149359831
18.5	33	9.052040007	8.88976438	0.162275627
19	33	9.063379711	8.88373141	0.179648301
19.5	33	9.076451037	8.877196023	0.199255014
20	33	9.089659446	8.871870878	0.217788568
-30	33.5	12.83317745	12.48325025	0.349927199
-29.5	33.5	12.87918557	12.52826511	0.350920458
-29	33.5	12.92632546	12.57432492	0.352000533
-28.5	33.5	12.97465613	12.62148225	0.353173878
-28	33.5	13.02423964	12.66979223	0.354447408
-27.5	33.5	13.07514109	12.71931249	0.355828596
-27	33.5	13.10946308	12.75294806	0.356515021
-26.5	33.5	13.1628271	12.80546446	0.357362639
-26	33.5	13.21237371	12.85348839	0.358885322
-25.5	33.5	13.29027802	12.92699905	0.363278976
-25	33.5	13.36877593	13.00392012	0.364855807
-24.5	33.5	13.42532293	13.06174157	0.363581355
-24	33.5	13.48684193	13.1202024	0.366639536
-23.5	33.5	13.55890144	13.18496243	0.37393901
-23	33.5	13.63042546	13.25285749	0.377567969
-22.5	33.5	13.69927215	13.3186546	0.380617543
-22	33.5	13.77212882	13.38778328	0.38434554
-21.5	33.5	13.85166399	13.46312866	0.388535333
-21	33.5	13.93673538	13.54269551	0.394039865
-20.5	33.5	14.02775484	13.62705459	0.400700255
-20	33.5	14.12696837	13.71853762	0.408430754
-19.5	33.5	14.23313046	13.81546174	0.417668717
-19	33.5	14.34238518	13.91419463	0.428190553
-18.5	33.5	14.44702336	14.00688573	0.440137631
-18	33.5	14.55159845	14.09791742	0.453681026
-17.5	33.5	14.65827882	14.19019754	0.468081274
-17	33.5	14.76234282	14.27904217	0.48330066
-16.5	33.5	14.86566403	14.36693759	0.498726442
-16	33.5	14.96346425	14.44836437	0.51509989
-15.5	33.5	15.05362486	14.52107088	0.532553987
-15	33.5	15.1337811	14.58334096	0.550440143
-14.5	33.5	15.21510463	14.64588926	0.569215361
-14	33.5	15.29175626	14.70133096	0.590425296
-13.5	33.5	15.36322014	14.74865246	0.614567687
-13	33.5	15.42802764	14.78533101	0.642696634
-12.5	33.5	15.48704232	14.81179182	0.675250498
-12	33.5	15.53576366	14.8257182	0.710045465
-11.5	33.5	15.56545773	14.82281091	0.742646815
-11	33.5	15.5200555	14.76987471	0.750180799
-10.5	33.5	15.40979791	14.67598983	0.733808085
-10	33.5	15.27603715	14.56930537	0.706731778
-9.5	33.5	15.12539268	14.45224957	0.67314311
-9	33.5	14.96119172	14.32445504	0.636736681
-8.5	33.5	14.79086365	14.18988893	0.600974721
-8	33.5	14.60717073	14.04021687	0.566953862
-7.5	33.5	14.42083983	13.8860622	0.534777625
-7	33.5	14.23102422	13.72695041	0.50407381
-6.5	33.5	14.03856514	13.56467421	0.473890933
-6	33.5	13.84406728	13.39814941	0.445917875
-5.5	33.5	13.64657799	13.22176207	0.42481592
-5	33.5	13.44186248	13.01791103	0.423951442
-4.5	33.5	13.23137828	12.79013868	0.441239602
-4	33.5	13.02095744	12.55705652	0.463900911
-3.5	33.5	12.81238511	12.32447161	0.487913506
-3	33.5	12.60650488	12.09402022	0.512484656
-2.5	33.5	12.40403785	11.86643376	0.537604089
-2	33.5	12.20567581	11.6422038	0.563472012
-1.5	33.5	12.01224993	11.42280196	0.589447975
-1	33.5	11.82513838	11.21063554	0.614502838
-0.5	33.5	11.64621725	11.00923887	0.636978371
0	33.5	11.47684614	10.8196276	0.657218545
0.5	33.5	11.31891705	10.64110138	0.677815668
1	33.5	11.17198329	10.47510054	0.696882757
1.5	33.5	11.03433261	10.32147592	0.712856695
2	33.5	10.90493739	10.17876875	0.726168644
2.5	33.5	10.78260271	10.04481715	0.737785562
3	33.5	10.666689	9.918979756	0.747709245
3.5	33.5	10.55696661	9.801591952	0.755374657
4	33.5	10.45392766	9.697430672	0.756496991
4.5	33.5	10.3599536	9.618721744	0.741231861
5	33.5	10.2714219	9.550234882	0.721187017
5.5	33.5	10.18709233	9.488794899	0.698297428
6	33.5	10.10741375	9.434636018	0.672777728
6.5	33.5	10.03151543	9.386298765	0.645216664
7	33.5	9.959363009	9.342654387	0.616708622
7.5	33.5	9.890227829	9.299942227	0.590285602
8	33.5	9.822551285	9.252697418	0.569853867
8.5	33.5	9.756529691	9.198774903	0.557754788
9	33.5	9.691343905	9.13946407	0.551879835
9.5	33.5	9.627907066	9.079126819	0.548780247
10	33.5	9.566967114	9.021709605	0.545257509
10.5	33.5	9.509929667	8.971343208	0.53858646
11	33.5	9.457471242	8.932136453	0.525334789
11.5	33.5	9.410519676	8.90886931	0.501650366
12	33.5	9.369840574	8.903136451	0.466704122
12.5	33.5	9.335618154	8.905605903	0.430012251
13	33.5	9.307597089	8.917029266	0.390567823
13.5	33.5	9.285310616	8.941237824	0.344072792
14	33.5	9.267705706	8.973526802	0.294178903
14.5	33.5	9.253570612	9.007509925	0.246060687
15	33.5	9.240901995	9.034693494	0.206208501
15.5	33.5	9.228157271	9.048126847	0.180030424
16	33.5	9.21559461	9.049050163	0.166544447
16.5	33.5	9.205653832	9.04507308	0.160580752
17	33.5	9.199818607	9.040502331	0.159316276
17.5	33.5	9.198346615	9.035980978	0.162365637
18	33.5	9.201505388	9.03125829	0.170247098
18.5	33.5	9.208538327	9.025037706	0.183500621
19	33.5	9.218367082	9.016498578	0.201868504
19.5	33.5	9.230372818	9.006956916	0.223415902
20	33.5	9.242506714	8.998811341	0.243695372
-30	34	12.9912201	12.64603028	0.345189821
-29.5	34	13.03940991	12.69298832	0.346421589
-29	34	13.08875473	12.74101693	0.347737793
-28.5	34	13.13931426	12.79017029	0.349143967
-28	34	13.19115219	12.84050618	0.350646013
-27.5	34	13.24433666	12.89208637	0.352250299
-27	34	13.28123925	12.92788546	0.353353785
-26.5	34	13.33805985	12.98278578	0.355274075
-26	34	13.41311795	13.05176337	0.361354573
-25.5	34	13.47275787	13.10963437	0.363123501
-25	34	13.53480179	13.17443496	0.360366838
-24.5	34	13.61198359	13.24925682	0.362726763
-24	34	13.67556927	13.30993864	0.365630626
-23.5	34	13.73886626	13.36795298	0.370913273
-23	34	13.81522019	13.44039736	0.374822827
-22.5	34	13.8882902	13.51031857	0.377971631
-22	34	13.96516215	13.58359974	0.381562406
-21.5	34	14.05428246	13.66778576	0.386496694
-21	34	14.13878496	13.74704242	0.391742539
-20.5	34	14.22740601	13.82970287	0.397703143
-20	34	14.32539519	13.9210034	0.404391787
-19.5	34	14.42676447	14.01386664	0.412897833
-19	34	14.53270652	14.11002214	0.422684382
-18.5	34	14.63826467	14.2036903	0.434574365
-18	34	14.74270703	14.29425344	0.448453582
-17.5	34	14.84982366	14.38692175	0.462901918
-17	34	14.95412564	14.47589535	0.478230289
-16.5	34	15.05619159	14.56209704	0.494094546
-16	34	15.15516462	14.64555201	0.50961261
-15.5	34	15.24653163	14.72089791	0.525633719
-15	34	15.327079	14.78404296	0.543036038
-14.5	34	15.40860598	14.84891701	0.559688973
-14	34	15.48413703	14.90570804	0.578428999
-13.5	34	15.55370851	14.95346589	0.600242622
-13	34	15.61697284	14.99138334	0.625589495
-12.5	34	15.67403586	15.01848315	0.655552717
-12	34	15.72188424	15.03302239	0.688861846
-11.5	34	15.75204534	15.03126202	0.720783316
-11	34	15.70709844	14.97838376	0.728714676
-10.5	34	15.59951677	14.88410294	0.715413838
-10	34	15.47148432	14.77696854	0.69451578
-9.5	34	15.3278437	14.65950849	0.668335206
-9	34	15.1711116	14.53176144	0.639350158
-8.5	34	15.00588099	14.39614811	0.609732888
-8	34	14.82993498	14.24948618	0.580448799
-7.5	34	14.64809213	14.09579984	0.552292293
-7	34	14.46135277	13.93621279	0.525139979
-6.5	34	14.27096793	13.77116868	0.499799248
-6	34	14.07666542	13.59936439	0.477301027
-5.5	34	13.87784022	13.41609672	0.461743498
-5	34	13.67266372	13.21511572	0.457547997
-4.5	34	13.46525098	13.0009084	0.464342584
-4	34	13.25554536	12.77837035	0.477175004
-3.5	34	13.04560783	12.55307189	0.492535936
-3	34	12.83766578	12.32909312	0.508572664
-2.5	34	12.63212083	12.10735838	0.524762448
-2	34	12.42969588	11.88965	0.540045881
-1.5	34	12.23192656	11.67871659	0.553209973
-1	34	12.0403615	11.47822968	0.56213182
-0.5	34	11.85686117	11.29150442	0.565356753
0	34	11.68383247	11.11275584	0.57107663
0.5	34	11.52407676	10.92080785	0.603268905
1	34	11.37604565	10.7340512	0.641994443
1.5	34	11.23774838	10.56343689	0.674311491
2	34	11.10807484	10.40774998	0.700324853
2.5	34	10.98565899	10.26402009	0.721638903
3	34	10.86980651	10.13076161	0.739044905
3.5	34	10.76010767	10.00764283	0.752464836
4	34	10.65708514	9.899250653	0.757834489
4.5	34	10.56261885	9.814608237	0.748010611
5	34	10.47353998	9.741325125	0.732214856
5.5	34	10.38923666	9.67637469	0.712861973
6	34	10.3090781	9.618351132	0.690726968
6.5	34	10.23340896	9.567477658	0.665931306
7	34	10.16165642	9.521661023	0.6399954
7.5	34	10.09284521	9.477229966	0.615615244
8	34	10.02516058	9.42883118	0.596329402
8.5	34	9.957093691	9.372064721	0.58502897
9	34	9.888200627	9.307193911	0.581006716
9.5	34	9.820601519	9.239699156	0.580902363
10	34	9.755852354	9.174666156	0.581186198
10.5	34	9.695230493	9.11599036	0.579240133
11	34	9.639409927	9.067180596	0.572229331
11.5	34	9.589344574	9.032955654	0.55638892
12	34	9.546087268	9.018905554	0.527181714
12.5	34	9.510208085	9.026054093	0.484153992
13	34	9.481072713	9.049284096	0.431788617
13.5	34	9.45782259	9.083488794	0.374333796
14	34	9.440073157	9.125007053	0.315066104
14.5	34	9.426524439	9.168999273	0.257525166
15	34	9.414690993	9.205069346	0.209621647
15.5	34	9.399120034	9.213442529	0.185677505
16	34	9.381986543	9.2017542	0.180232343
16.5	34	9.368081027	9.188594059	0.179486968
17	34	9.359460217	9.179273713	0.180186504
17.5	34	9.356188723	9.173044284	0.183144439
18	34	9.357983041	9.168041744	0.189941297
18.5	34	9.363473778	9.160993888	0.202479889
19	34	9.371544169	9.150004699	0.22153947
19.5	34	9.382565951	9.137169025	0.245396926
20	34	9.396070802	9.124792435	0.271278367
-30	34.5	13.2397329	12.89741313	0.342319772
-29.5	34.5	13.28405132	12.94034204	0.343709278
-29	34.5	13.25944921	12.91509061	0.344358596
-28.5	34.5	13.31173881	12.96580523	0.345933572
-28	34.5	13.36533401	13.01773199	0.347602021
-27.5	34.5	13.42030723	13.07093763	0.349369606
-27	34.5	13.45905991	13.10834582	0.350714084
-26.5	34.5	13.53899277	13.18204778	0.356944988
-26	34.5	13.59566411	13.23654944	0.359114668
-25.5	34.5	13.65718871	13.29617232	0.361016389
-25	34.5	13.72130001	13.36296203	0.358337974
-24.5	34.5	13.80110288	13.44028064	0.360822238
-24	34.5	13.86678744	13.50298484	0.363802593
-23.5	34.5	13.92915243	13.56085782	0.368294605
-23	34.5	14.01093427	13.63749298	0.373441284
-22.5	34.5	14.08631868	13.71000501	0.376313671
-22	34.5	14.16418876	13.78431909	0.37986967
-21.5	34.5	14.24722941	13.86371081	0.383518599
-21	34.5	14.33845461	13.9493895	0.389065104
-20.5	34.5	14.42563036	14.03131487	0.39431549
-20	34.5	14.52127245	14.12093528	0.400337171
-19.5	34.5	14.62124587	14.2136277	0.407618173
-19	34.5	14.7242436	14.30718653	0.417057069
-18.5	34.5	14.82921411	14.40004329	0.42917082
-18	34.5	14.93383006	14.49045032	0.443379745
-17.5	34.5	15.04098816	14.58267015	0.458318012
-17	34.5	15.14565288	14.67176361	0.473889268
-16.5	34.5	15.24792645	14.75832818	0.489598266
-16	34.5	15.34612149	14.84158199	0.504539503
-15.5	34.5	15.43720948	14.91778949	0.519419989
-15	34.5	15.51743203	14.98265076	0.534781265
-14.5	34.5	15.5970661	15.04842134	0.548644765
-14	34.5	15.66958259	15.10615265	0.56342994
-13.5	34.5	15.73458562	15.15461114	0.579974473
-13	34.5	15.79220975	15.19197023	0.600239513
-12.5	34.5	15.84194583	15.21594614	0.625999688
-12	34.5	15.87818424	15.2230343	0.655149946
-11.5	34.5	15.88743921	15.20676332	0.680675893
-11	34.5	15.84976226	15.15712037	0.692641894
-10.5	34.5	15.765466	15.07566729	0.689798712
-10	34.5	15.65236068	14.9748066	0.67755408
-9.5	34.5	15.52111757	14.86122258	0.659894995
-9	34.5	15.37401184	14.73546807	0.638543772
-8.5	34.5	15.21533164	14.59965751	0.615674133
-8	34.5	15.0468446	14.45446601	0.592378582
-7.5	34.5	14.8703282	14.30078121	0.569546988
-7	34.5	14.68762643	14.14022169	0.547404741
-6.5	34.5	14.49942048	13.97216812	0.52725236
-6	34.5	14.30623359	13.79659464	0.509638952
-5.5	34.5	14.10796026	13.61133642	0.49662384
-5	34.5	13.90525504	13.41537431	0.489880728
-4.5	34.5	13.69737509	13.20789446	0.489480625
-4	34.5	13.48818938	12.99462273	0.493566651
-3.5	34.5	13.27808986	12.77799284	0.500097019
-3	34.5	13.06841539	12.56085761	0.507557776
-2.5	34.5	12.85990792	12.3449373	0.514970623
-2	34.5	12.65365331	12.13260685	0.521046464
-1.5	34.5	12.45141409	11.92709651	0.524317584
-1	34.5	12.25509515	11.7324141	0.522681052
-0.5	34.5	12.0669331	11.55290415	0.514028956
0	34.5	11.88930815	11.38969311	0.499615043
0.5	34.5	11.72875674	11.17910693	0.549649809
1	34.5	11.58044956	10.97952553	0.600924031
1.5	34.5	11.44176278	10.79842873	0.643334056
2	34.5	11.3123632	10.63419202	0.678171183
2.5	34.5	11.190325	10.4836074	0.706717598
3	34.5	11.07479639	10.34526474	0.729531647
3.5	34.5	10.96589613	10.21976737	0.74612876
4	34.5	10.86327034	10.10910322	0.754167115
4.5	34.5	10.76721873	10.01463946	0.752579267
5	34.5	10.6769384	9.933380556	0.743557847
